"num_critic_for_reviews","duration","director_facebook_likes","gross","num_voted_users","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","imdb_score","movie_facebook_likes","length_of_title","years","average_actor_likes","genres_new"
439,130,3000,3029870,128729,1,551,"English","Denmark","R",7.1,50000,11,7,4948,"Drama"
50,176,147,3047539,42296,4,286,"Hindi","India","Not Rated",6.9,12000,16,6,4000,"Drama"
392,116,0,78900000,563827,0,1110,"English","UK","R",8.5,23000,5,39,698,"Horror"
277,88,365,30859000,96410,0,826,"English","USA","R",7.5,0,28,44,310,"Horror"
259,106,50,3571735,39260,2,129,"English","USA","R",6.6,0,12,8,6216,"Biography"
66,181,278,50000000,29839,0,150,"English","USA","G",8,0,19,47,265,"Drama"
129,130,92,63600000,82073,1,275,"English","UK","Approved",7,0,11,53,203,"Action"
29,123,473,36049108,10139,4,70,"English","USA","R",6.8,0,10,22,809,"Action"
32,120,92,34074895,6525,6,79,"English","USA","R",6.7,0,12,19,916,"Comedy"
142,87,85,33244684,62038,0,281,"English","USA","R",6.5,0,12,30,206,"Fantasy"
263,123,909,24530513,66610,1,429,"English","USA","PG-13",8,0,5,11,432,"Documentary"
285,103,65,71519230,92364,0,244,"English","USA","R",6.5,15000,18,4,1293,"Action"
64,91,0,20035310,12324,1,173,"English","USA","PG-13",4.9,580,11,18,1363,"Comedy"
150,88,8,18225165,155262,2,316,"English","USA","R",7.1,0,33,14,766,"Adventure"
136,126,37,17804273,20449,0,370,"English","USA","R",7,1000,13,18,7628,"Drama"
132,120,46,16938179,41313,3,246,"English","USA","R",7,0,11,18,5176,"Crime"
71,116,644,90400000,102895,2,159,"English","USA","R",7.5,0,14,35,280,"Comedy"
186,94,17,16235293,19918,0,278,"English","USA","R",4.5,0,15,12,368,"Horror"
39,85,2,11827301,4247,1,26,"English","USA","PG-13",5.5,266,22,14,396,"Comedy"
46,137,0,10161099,23441,1,108,"English","UK","PG-13",7.7,0,7,29,414,"Action"
201,114,84,6610326,32188,0,127,"English","USA","R",7.2,0,11,11,7756,"Comedy"
32,76,17,6126237,3419,3,41,"English","USA","PG",4.8,419,12,15,580,"Comedy"
117,119,188,6047856,27536,4,327,"English","USA","R",6.7,1000,18,18,116,"Action"
136,99,23,4681503,29058,1,238,"English","USA","R",7,838,14,16,727,"Comedy"
15,79,157,4350774,10476,3,52,"English","USA","PG-13",6.5,0,3,24,1489,"Comedy"
46,114,6,3420871,14100,2,81,"English","USA","PG",7.4,0,17,12,836,"Drama"
65,95,49,2955039,3624,1,27,"English","USA","PG-13",6.2,313,6,11,526,"Biography"
100,103,38,1530535,7833,3,63,"English","USA","R",5.7,215,13,13,551,"Comedy"
129,92,26,4881867,15200,1,76,"English","USA","R",6.4,1000,8,10,870,"Comedy"
103,124,162,1043487,27766,3,314,"English","UK","R",7,0,15,20,8018,"Drama"
77,156,43,770629,2379,0,24,"Korean","South Korea","Not Rated",7.7,0,11,2,17,"Fantasy"
67,84,64,11860839,5156,0,21,"English","USA","PG",5.4,0,26,7,1213,"Documentary"
31,300,6,454255,1666,3,47,"Thai","Thailand","R",6.6,124,24,17,6,"Action"
76,120,930,349618,4302,1,45,"English","Italy","R",6.1,375,13,28,672,"Horror"
81,121,608,112935,8161,0,94,"English","UK","R",7.6,484,14,16,73,"Drama"
26,97,3,883887,1201,3,14,"English","USA","PG",6.2,0,17,9,473,"Drama"
24,86,11,13751,813,0,6,"English","Australia","PG",6.6,135,10,12,88,"Drama"
80,45,28,145109,14247,1,44,"Danish","Denmark","Not Rated",7.3,0,16,10,291,"Drama"
41,97,0,1046166,2599,4,45,"English","Germany","PG-13",4.2,128,12,13,509,"Comedy"
66,105,25,2874,1219,1,14,"French","France","Unrated",6,120,21,9,410,"Drama"
35,93,4,174635000,74743,1,93,"English","Australia","PG-13",6.5,0,16,32,232,"Adventure"
163,127,236,171320,10796,1,33,"French","France","Not Rated",7.3,0,7,7,295,"Crime"
133,84,8,14373825,63216,0,196,"English","USA","R",6.5,0,5,11,1939,"Crime"
66,96,3,162,5228,5,38,"English","Thailand","R",5.7,0,10,4,891,"Action"
147,97,541,32222567,92924,3,339,"English","USA","R",7.2,19000,13,31,829,"Comedy"
273,112,108,39462438,67760,0,226,"English","USA","R",7.3,0,11,9,4268,"Drama"
32,125,43,29200000,6142,0,52,"English","USA","R",6.9,1000,8,39,307,"Drama"
52,96,68,21564616,7098,9,41,"English","USA","PG-13",5,0,13,5,1667,"Comedy"
175,103,729,14879556,73640,0,441,"English","USA","R",7.3,0,8,19,991,"Comedy"
167,122,300,13569248,16530,1,117,"English","USA","PG-13",7.6,0,12,12,442,"Drama"
132,101,17,34017854,51326,4,116,"English","USA","PG-13",6.5,8000,8,3,12132,"Comedy"
66,104,170,4273372,19412,1,308,"English","USA","PG-13",2.1,0,7,17,385,"Drama"
222,119,319,4440055,21360,0,110,"English","UK","PG",7,0,11,9,910,"Biography"
210,128,160,4018695,69759,2,235,"Hindi","India","PG-13",8,27000,15,8,2803,"Adventure"
60,107,71,80000000,51459,0,113,"English","USA","PG",6.5,0,9,34,575,"Drama"
46,126,407,1997807,5158,0,140,"English","USA","R",7.1,196,5,19,261,"Adventure"
15,128,11,1207007,13577,2,47,"Hindi","India","",7.3,341,15,11,1269,"Comedy"
169,127,644,1829142,36846,1,222,"English","Ireland","Not Rated",7.5,0,31,12,37,"Drama"
25,160,0,3827466,25122,2,102,"Hindi","India","Not Rated",6.9,0,23,5,644,"Comedy"
81,126,80,90800000,126916,0,235,"English","USA","PG",7.2,0,14,34,511,"Action"
147,150,163,140244,20419,1,259,"English","USA","R",6.7,8000,23,10,1117,"Horror"
215,178,16000,107930000,1324680,1,2195,"English","USA","R",8.9,45000,12,24,4920,"Crime"
63,95,21,76657000,25498,0,92,"English","UK","G",7.7,0,16,39,942,"Adventure"
534,117,66,32279955,293304,1,552,"English","USA","R",7.9,65000,12,4,5109,"Crime"
66,119,422,4992159,23823,2,201,"English","USA","R",5.6,713,10,14,594,"Comedy"
119,174,338,163214286,148172,3,406,"English","USA","G",8,15000,18,53,253,"Biography"
43,111,2000,69800000,54723,2,99,"English","USA","PG",6.2,0,6,34,5071,"Comedy"
270,101,36,59889948,355810,1,889,"English","USA","R",7.9,15000,20,12,2392,"Comedy"
99,89,0,52287414,271794,2,584,"English","USA","R",8.1,24000,11,32,144,"Adventure"
224,113,0,45063889,297250,0,1441,"English","UK","R",7.6,11000,16,16,64,"Drama"
58,95,548,40066497,23671,0,247,"English","USA","PG-13",3.5,0,14,14,371,"Drama"
53,112,152,36500000,87090,0,142,"English","USA","PG",7.6,0,20,39,5642,"Biography"
37,109,44,27362712,5971,1,60,"English","USA","PG-13",6.5,0,11,16,781,"Comedy"
11,108,0,34746109,3122,2,14,"English","USA","R",5.6,559,33,22,469,"Comedy"
327,100,129,34963967,270441,2,378,"English","USA","R",7.7,40000,5,7,12000,"Comedy"
135,90,5,25926543,26609,1,148,"English","USA","PG-13",5.2,0,7,10,359,"Horror"
164,94,19,26049082,76791,3,100,"English","USA","R",6.1,0,19,4,274,"Comedy"
41,111,0,22551000,37269,0,165,"English","UK","PG-13",7.4,0,22,25,12197,"Comedy"
143,142,13,22800000,59941,2,452,"English","UK","M",6.8,0,31,49,454,"Action"
109,107,0,18090181,38191,0,271,"English","USA","R",6.4,0,13,24,510,"Fantasy"
59,91,13,17843379,14904,2,147,"English","USA","PG-13",5.7,0,14,19,395,"Comedy"
95,112,3,18811135,15337,0,172,"English","USA","PG",7.5,0,19,12,648,"Drama"
40,82,33,17278980,48225,0,164,"English","USA","R",6.7,0,10,20,574,"Comedy"
121,97,3,16699684,17461,1,78,"English","USA","PG",5.6,0,11,9,8486,"Comedy"
358,128,79,50815288,109191,0,625,"English","USA","R",7,0,7,13,4772,"Drama"
288,102,126,15047419,357275,1,1061,"English","USA","R",7.6,18000,15,18,8172,"Crime"
107,93,44,14015786,37952,3,298,"English","USA","R",6.5,938,13,16,8865,"Drama"
91,138,78,10269307,53251,0,188,"English","USA","R",6.3,0,38,9,5323,"Action"
231,93,132,17536788,49240,2,142,"English","USA","PG-13",7.1,12000,11,5,305,"Comedy"
262,92,87,58401464,276746,1,264,"English","USA","PG-13",7.1,19000,6,8,5475,"Comedy"
7,110,10,8880705,1103,0,11,"English","USA","R",6.5,160,11,24,738,"Comedy"
196,92,54,8279017,34191,1,339,"English","UK","R",6.9,0,21,18,559,"Drama"
83,104,18,10106233,12702,0,32,"English","USA","PG",5.4,0,4,7,901,"Comedy"
11,89,15,4692814,2870,2,34,"English","USA","PG-13",5.1,77,7,19,790,"Comedy"
72,92,26,5018450,8546,0,86,"English","USA","R",5.3,859,12,18,774,"Comedy"
51,140,133,25967000,21254,3,86,"English","UK","PG",7.5,788,11,26,4345,"Drama"
328,90,26,3442820,31489,0,140,"English","USA","R",7.3,0,9,3,481,"Animation"
248,129,608,3205244,23629,0,141,"English","UK","PG-13",7.3,0,12,8,655,"Comedy"
128,111,341,3076425,23660,1,162,"French","France","R",7.1,0,7,16,737,"Comedy"
45,79,73,2275557,12561,2,102,"English","USA","R",6,0,24,27,704,"Action"
49,104,71,1789892,9494,1,109,"English","Germany","R",6.6,515,12,20,476,"Comedy"
163,101,16,6350058,106098,3,150,"English","USA","PG-13",7.2,20000,26,8,728,"Comedy"
163,113,13,1094798,11158,6,73,"English","UK","R",7.2,0,16,8,2074,"Biography"
90,92,14,1071240,3571,2,34,"English","UK","PG-13",6.9,429,34,11,5097,"Biography"
23,106,23,532190,5673,2,37,"English","USA","PG-13",6.8,0,11,21,491,"Biography"
118,75,45,686383,22811,0,71,"English","France","Not Rated",7.7,11000,19,9,23,"Adventure"
283,104,109,16168741,99430,1,182,"English","USA","R",7.4,43000,11,5,166,"Drama"
74,108,12,568695,16617,2,110,"English","USA","R",6.5,412,18,13,1185,"Drama"
41,99,30,398420,5049,3,48,"English","USA","R",6.4,226,14,11,315,"Crime"
66,109,200,336456,7116,2,79,"English","USA","R",5.6,494,21,15,13333,"Comedy"
36,111,2,146083,1591,3,27,"English","UK","R",6.3,75,14,20,423,"Drama"
140,93,8,298110,25055,1,98,"English","Canada","R",6.8,0,4,12,254,"Comedy"
32,99,387,127144,5159,4,27,"English","USA","PG-13",5.5,143,23,13,2963,"Comedy"
68,98,36,117190,29994,4,86,"English","UK","PG-13",6.9,0,11,8,3699,"Action"
79,95,3,108662,26849,0,107,"English","USA","R",6,3000,9,10,622,"Crime"
26,107,53,53481,5557,5,34,"English","USA","R",6.4,294,11,12,656,"Crime"
100,102,346,23106,9003,0,58,"English","Italy","Unrated",6.6,532,10,14,654,"Comedy"
56,97,43,52961,2103,1,11,"English","Spain","R",5.3,675,5,4,85,"Drama"
150,124,78,439162,106160,0,430,"Japanese","Japan","R",8.1,0,5,30,5,"Action"
11,114,29,50000,322,2,2,"Chinese","China","",5.1,81,13,5,65,"Action"
85,90,21,671240,23023,0,149,"English","UK","R",6.9,0,16,13,139,"Comedy"
160,102,341,10105505,35065,0,288,"English","France","R",6.8,0,13,15,460,"Crime"
21,90,73,882290,4792,2,43,"English","Australia","R",6.5,999,19,29,506,"Action"
61,99,78,106593296,72324,1,134,"English","USA","PG",7.4,3000,18,29,3945,"Comedy"
34,115,88,43490057,5275,6,30,"English","USA","R",6.9,508,9,21,963,"Comedy"
62,89,7,32333860,29843,1,81,"Cantonese","Hong Kong","R",6.7,0,19,23,123,"Action"
239,92,655,24792061,191998,0,323,"English","USA","R",7.6,0,21,13,8306,"Comedy"
252,94,0,17544812,69989,0,384,"English","USA","R",5.4,0,15,11,780,"Horror"
278,100,92,12574715,112138,0,237,"English","UK","PG-13",7.3,12000,12,9,1329,"Drama"
124,106,14,10281585,21225,3,268,"English","USA","R",6.4,1000,8,13,511,"Drama"
9,109,62,5100000,6595,0,61,"English","UK","R",6,345,23,34,551,"Comedy"
127,105,248,10460089,34098,1,214,"English","USA","R",7.2,1000,4,16,429,"Crime"
9,102,329,4239767,3709,3,83,"English","Canada","R",6,0,15,16,407,"Comedy"
35,97,18,4131640,5463,2,20,"English","USA","PG-13",3.1,140,18,10,775,"Comedy"
6,118,0,3347439,833,1,33,"English","USA","PG",6.9,31,22,14,296,"Drama"
192,92,406,10814185,37530,6,106,"English","USA","R",6.2,0,7,9,13323,"Comedy"
51,112,119,533344,3972,0,95,"English","USA","PG-13",5.5,655,20,15,4563,"Comedy"
38,103,27,206400,1439,0,26,"French","France","",6.9,26,11,17,63,"Comedy"
133,93,187,197148,18109,0,150,"English","UK","R",6.3,0,7,15,317,"Drama"
287,115,549,54557348,361169,0,1624,"English","Germany","R",7.9,18000,5,14,1608,"Crime"
222,113,127,3014541,19616,3,98,"English","UK","R",6.7,0,12,7,1263,"Drama"
16,153,5,872643,2909,3,37,"Hindi","USA","",5.4,108,13,11,280,"Comedy"
242,89,10,4443403,70194,0,158,"French","France","PG-13",8,14000,10,11,538,"Animation"
253,118,0,1330827,9866,2,73,"English","France","R",7,0,14,2,6453,"Horror"
224,97,12,1818681,74435,1,224,"English","UK","R",7.2,0,11,9,709,"Action"
392,156,0,336530303,383071,0,1902,"English","USA","PG-13",6.2,0,12,11,13000,"Action"
39,100,0,12610552,4682,0,206,"English","USA","PG-13",3.5,129,14,19,472,"Action"
387,96,655,143492840,414335,0,881,"English","USA","PG-13",7.5,10000,4,11,9324,"Comedy"
120,120,82,43800000,74249,2,276,"English","UK","GP",6.7,0,20,47,199,"Action"
208,175,0,134821952,1155770,1,2238,"English","USA","R",9.2,43000,13,46,9000,"Crime"
51,95,213,94900000,35172,0,128,"English","USA","R",6.1,0,10,35,164,"Drama"
331,95,464,32391374,376600,43,494,"English","USA","PG-13",7.7,40000,18,9,17000,"Comedy"
83,121,319,40158000,63931,1,241,"English","New Zealand","R",7.6,0,9,25,343,"Drama"
324,110,0,113709992,108843,1,281,"English","USA","R",6.1,54000,10,6,14333,"Comedy"
140,96,474,32131483,25870,0,369,"English","USA","PG-13",4.9,2000,14,15,684,"Horror"
136,121,82,35400000,74957,3,251,"English","UK","PG",6.8,0,16,45,439,"Action"
79,95,13,34099640,16651,0,149,"English","USA","PG",7,0,11,18,788,"Drama"
160,112,20,31973840,127760,5,168,"English","Germany","PG-13",7.2,0,17,10,5390,"Comedy"
52,112,70,37295394,7973,8,59,"English","USA","PG-13",5.7,0,17,7,913,"Comedy"
490,143,1000,144812796,362933,4,753,"English","Australia","PG-13",7.3,115000,16,5,9862,"Drama"
351,93,0,31501218,84070,0,526,"English","USA","PG",7.5,0,26,13,7405,"Biography"
271,110,152,28747570,100571,1,416,"English","Canada","R",7.4,0,6,13,7365,"Biography"
93,104,0,25625110,138707,0,202,"English","USA","R",7.2,0,9,23,10667,"Action"
71,115,187,403932,5254,4,92,"English","UK","R",6.5,141,9,18,5262,"Drama"
112,119,23,25000000,39847,1,242,"English","USA","PG",6.8,0,11,42,700,"Action"
118,125,82,21000000,73950,3,258,"English","UK","PG",6.8,2000,27,44,5544,"Action"
35,96,22,20257000,7569,2,65,"English","USA","R",5.2,978,14,30,878,"Action"
342,100,197,26005908,154938,0,1100,"English","UK","R",7.2,10000,11,13,304,"Adventure"
14,46,0,18642318,1723,0,13,"English","USA","",7.5,407,25,18,4478,"Documentary"
137,89,14,15818967,13913,0,120,"English","USA","R",4,0,11,4,573,"Horror"
50,92,737,14891000,15088,3,105,"English","USA","R",6.8,824,22,22,541,"Comedy"
261,109,0,16901126,76267,0,687,"English","USA","R",6.9,0,19,13,749,"Crime"
180,103,44,17474107,56605,3,89,"English","USA","R",7.3,23000,4,3,361,"Comedy"
28,95,48,14003141,4598,1,29,"English","USA","R",6.1,375,11,19,897,"Crime"
750,143,0,304360277,522048,0,1498,"English","UK","PG-13",7.8,80000,7,6,613,"Action"
202,105,0,12583510,60709,0,922,"English","USA","R",6,0,21,15,548,"Horror"
341,106,1000,9190525,102125,1,324,"English","USA","R",7,10000,13,9,340,"Comedy"
160,100,11,9176553,19147,1,97,"English","USA","PG-13",7.1,0,7,9,5657,"Drama"
31,103,49,9094451,11668,0,79,"English","USA","R",6.2,0,7,29,515,"Action"
71,116,107,14612840,11191,1,37,"English","USA","PG-13",6.9,0,17,4,738,"Drama"
281,99,192,9166863,83182,2,247,"English","USA","R",7.6,16000,12,9,4878,"Drama"
114,164,17000,8373585,39680,0,308,"English","USA","R",7.6,0,29,30,553,"Drama"
72,96,30,7292175,7736,3,100,"English","USA","R",6.4,0,18,19,527,"Comedy"
119,122,98,6601079,17436,1,276,"English","UK","PG-13",6.2,0,17,14,568,"Comedy"
74,94,176,6165429,23486,1,249,"Aboriginal","Australia","PG",7.5,0,18,16,85,"Adventure"
25,93,70,5694308,13815,0,46,"English","USA","PG-13",2,446,17,11,573,"Comedy"
39,96,6,5430822,8391,0,75,"English","UK","R",6.2,0,12,26,145,"Action"
27,113,7,4720371,3203,2,85,"English","USA","PG",6.5,650,24,17,3693,"Adventure"
29,192,147,2921738,34449,0,119,"Hindi","India","",7.9,2000,10,14,3086,"Drama"
158,99,342,2344847,18561,0,119,"English","USA","R",6.8,0,7,10,673,"Drama"
223,91,157,7455447,29967,2,126,"English","USA","R",6.3,0,5,8,324,"Comedy"
25,100,0,2148212,781,0,20,"English","USA","PG",6.3,157,17,19,497,"Drama"
97,105,261,2062066,11387,3,147,"English","USA","R",6.6,357,10,16,686,"Biography"
117,99,60,1654367,18355,0,106,"English","USA","R",6.4,3000,12,12,1805,"Biography"
389,112,159,1738692,95529,0,301,"English","UK","R",7.5,38000,27,7,1124,"Drama"
9,100,0,2209479,844,0,34,"English","UK","PG",5.8,962,20,5,925,"Drama"
34,99,2,1889522,1119,2,12,"English","USA","G",6.5,797,15,9,715,"Drama"
161,125,127,1110286,9727,6,65,"English","USA","R",7.2,0,16,9,2580,"Drama"
6,107,6,1000000,2215,1,26,"English","UK","PG",6.3,122,12,41,696,"Adventure"
16,107,8,700000,24438,1,78,"French","France","R",7,0,13,25,66,"Comedy"
301,97,0,1768416,35848,0,198,"English","USA","R",6.3,0,9,8,184,"Comedy"
52,105,10,1425993,7412,1,72,"English","USA","R",5.3,0,30,9,385,"Comedy"
12,95,43,306715,5143,1,62,"English","USA","PG-13",2.3,724,21,20,800,"Comedy"
134,106,58,382946,43965,0,99,"English","USA","R",7.1,19000,6,8,14658,"Drama"
151,93,47,518134,21243,2,66,"English","UK","R",6.2,0,13,5,364,"Comedy"
39,96,5,196067,1966,3,25,"English","UK","R",6.7,97,15,16,392,"Drama"
133,103,6,532988,5863,0,25,"English","USA","PG-13",6.5,0,8,3,2978,"Biography"
104,108,30,453079,4124,4,29,"English","USA","R",5.9,916,13,8,386,"Comedy"
27,118,0,46451,7663,2,38,"English","USA","R",6,694,4,8,9088,"Comedy"
49,97,554,233103,2670,3,50,"English","UK","R",6.9,311,7,13,748,"Drama"
38,115,16000,41400000,39451,0,138,"English","USA","R",7.3,0,10,33,5565,"Western"
152,102,0,7993039,120036,1,408,"English","USA","R",7.7,10000,18,25,5262,"Comedy"
63,125,4,927107,5153,1,51,"German","Germany","",7.3,687,14,19,93,"Biography"
74,108,3,49526,16299,1,129,"English","USA","R",7,1000,16,13,614,"Comedy"
25,101,0,10696,10771,8,65,"English","USA","R",6.4,413,5,15,135,"Crime"
224,101,13,31607598,58366,1,160,"English","Canada","PG-13",5.6,10000,30,6,11728,"Drama"
226,139,777,6857096,80429,0,156,"French","Canada","R",8.2,37000,9,8,85,"Drama"
36,125,125,223878,3548,1,21,"Italian","Italy","R",6.5,282,20,15,33,"Comedy"
54,88,11,828,5133,8,31,"English","Ireland","R",6.4,663,16,9,611,"Action"
142,115,294,8060,81644,1,107,"Portuguese","Brazil","R",8.1,11000,11,11,213,"Action"
271,99,40,84263837,81699,0,291,"English","USA","R",5.4,45000,9,4,574,"Horror"
33,88,3,110029,1388,7,31,"English","Australia","PG-13",6.3,479,12,9,43,"Comedy"
64,112,309,57504069,94139,2,183,"English","USA","R",7.8,0,15,27,23,"Crime"
18,108,7,54215416,21409,1,63,"English","USA","PG-13",6.8,0,8,31,271,"Biography"
121,104,0,31899000,23986,0,201,"English","USA","X",7.1,0,15,38,613,"Mystery"
14,108,208,24103594,6384,0,54,"English","USA","PG",6.2,391,27,25,797,"Adventure"
137,102,218,16842303,59474,3,418,"English","USA","R",7.3,0,2,19,613,"Comedy"
111,88,132,13367101,19715,2,166,"English","USA","R",5.9,515,18,12,282,"Comedy"
97,91,38,10149779,8294,0,160,"English","USA","PG-13",3.6,342,4,19,427,"Horror"
73,141,11,6173485,10672,0,84,"English","Germany","R",7.7,802,17,17,33,"Biography"
486,101,0,4000304,145395,0,375,"English","UK","NC-17",7.3,23000,5,7,4875,"Drama"
149,105,905,2338695,134070,1,263,"English","UK","R",7.4,0,10,14,9353,"Crime"
4,100,0,2024854,564,2,21,"English","USA","PG-13",6.6,19,40,13,546,"Drama"
200,116,129,2268296,41856,4,119,"English","UK","PG-13",6.9,12000,8,5,3900,"Drama"
84,97,15,1029017,12049,2,135,"English","USA","R",6.8,1000,30,14,6620,"Drama"
28,106,19,64148,2601,0,35,"English","UK","",7.3,260,8,18,282,"Drama"
217,105,38,66637,29608,0,92,"English","USA","R",7.2,0,13,9,4473,"Drama"
183,122,210,871577,51353,1,143,"English","UK","R",7.7,13000,7,11,649,"Biography"
204,107,0,38400000,600266,1,692,"English","UK","R",8.1,13000,14,34,973,"Action"
153,121,31,4063859,114407,2,225,"German","Germany","R",7.7,11000,15,15,53,"Drama"
145,98,0,449558,32307,2,75,"English","UK","R",7.6,0,17,9,360,"Biography"
93,123,0,2122561,99033,6,434,"English","USA","R",7.2,0,8,23,893,"Comedy"
124,110,116,181360000,170027,2,350,"English","USA","PG-13",7.2,13000,6,40,947,"Musical"
120,120,0,137963328,291603,0,505,"English","UK","R",8.1,9000,7,32,13810,"Drama"
288,122,909,119078393,113152,0,1416,"English","USA","R",7.5,0,15,14,371,"Documentary"
130,110,131,102308900,152089,1,309,"English","USA","M",8.1,0,34,49,535,"Biography"
145,139,55,102300000,107408,2,259,"English","USA","Approved",7.8,0,12,54,309,"Comedy"
62,124,0,54800000,35130,3,283,"English","USA","R",7.8,0,15,38,1029,"Drama"
188,120,153,24004159,68722,0,191,"English","USA","PG",5.8,0,27,14,816,"Action"
120,152,34,43650000,71919,0,316,"English","USA","Unrated",7.6,0,15,57,441,"Crime"
71,98,11000,39800000,81599,3,250,"English","USA","R",7.4,0,10,38,4686,"Comedy"
52,106,10,27457409,3198,4,43,"English","USA","R",6.3,478,12,17,1421,"Comedy"
18,106,44,25047631,6585,0,50,"English","USA","R",6.9,990,8,19,533,"Comedy"
162,106,0,23272306,740918,4,1182,"English","USA","R",8.6,28000,18,23,6518,"Crime"
88,89,81,22168359,29659,0,227,"English","USA","X",5.1,1000,44,29,171,"Fantasy"
96,94,12,21005329,89128,0,258,"English","Germany","R",6.4,0,25,16,5820,"Comedy"
391,109,0,26236603,251349,0,547,"English","USA","R",7.9,10000,12,10,455,"Drama"
32,144,54,20400000,6304,0,87,"English","USA","Unrated",6.9,403,15,72,412,"Drama"
119,90,378,18621249,45859,9,340,"English","USA","PG-13",7.5,0,12,18,847,"Comedy"
201,106,0,25244700,91017,1,284,"English","UK","R",7.2,0,20,37,575,"Action"
22,121,0,14545844,4756,4,38,"English","USA","R",5.8,624,11,30,292,"Comedy"
52,89,0,13235267,12339,2,32,"English","USA","PG",2.9,256,14,11,481,"Comedy"
63,86,472,12674183,19774,1,70,"English","Hong Kong","PG-13",6.2,355,12,21,230,"Action"
97,91,378,17508936,22408,0,272,"English","USA","PG-13",7.3,0,13,15,460,"Comedy"
34,104,80,12793213,18286,4,73,"English","USA","R",6.2,0,12,30,3206,"Comedy"
88,99,29,11883495,52805,1,278,"English","UK","R",6.8,0,13,20,433,"Comedy"
25,98,38,11797927,4582,0,52,"English","USA","R",6.1,985,19,23,612,"Comedy"
252,121,162,17605861,145580,1,351,"English","UK","R",7.7,0,25,12,391,"Biography"
137,96,2,11642254,22929,1,287,"English","USA","X",5.2,926,11,29,373,"Horror"
231,99,0,9203192,45396,1,136,"English","USA","PG-13",6.8,15000,6,7,3730,"Comedy"
115,122,0,8596914,23023,0,148,"English","USA","R",7,0,7,18,437,"Biography"
67,101,112,6851636,13010,5,182,"English","USA","R",5.9,0,14,19,785,"Comedy"
216,102,49,11434867,59637,1,130,"English","USA","PG-13",7.1,21000,9,6,16000,"Drama"
133,84,4,5895238,17169,1,70,"Spanish","USA","R",5.5,9000,16,6,3117,"Comedy"
149,104,20,6670712,27301,6,101,"English","USA","PG-13",7.4,0,11,9,1240,"Comedy"
261,96,51,5359774,64794,0,131,"English","Ireland","R",7.3,17000,9,7,1170,"Comedy"
42,94,0,4693919,11011,0,78,"English","USA","R",4.6,422,7,10,888,"Comedy"
152,90,0,4859475,116910,0,520,"English","USA","R",7.2,0,19,19,1908,"Drama"
64,97,39,4595000,13892,4,160,"English","UK","R",7,915,12,20,594,"Comedy"
76,90,138,4542775,18313,2,73,"English","USA","R",5.1,985,10,9,315,"Comedy"
149,106,0,3588432,29341,4,93,"English","USA","R",6.7,0,15,4,6126,"Comedy"
35,96,3,4394936,11439,1,190,"English","Germany","PG-13",5.3,901,19,19,1722,"Comedy"
108,95,263,3029081,26300,0,231,"English","USA","R",7.8,0,25,17,234,"Comedy"
17,99,23,3273588,4195,1,50,"English","USA","PG-13",6.7,0,15,25,90,"Action"
129,99,53,2207975,28855,0,190,"English","USA","PG-13",7.2,0,15,15,2497,"Drama"
84,95,8,2025238,9589,3,105,"English","USA","R",5.8,289,9,17,163,"Comedy"
61,84,5,1028337,3413,2,78,"English","USA","R",6.4,29,25,17,451,"Drama"
147,99,129,2077046,27266,2,75,"English","USA","R",7,0,12,10,652,"Comedy"
75,97,159,267194,6906,0,111,"English","UK","R",6.7,605,14,16,263,"Drama"
17,107,0,869325,2281,2,16,"English","USA","PG-13",3.8,125,41,27,506,"Action"
16,90,11,399611,1245,2,29,"English","USA","PG",5.7,0,15,8,537,"Biography"
60,104,324,181798,2591,5,36,"French","France","R",6.6,52,18,15,89,"Drama"
63,96,19,115862,7394,2,50,"English","USA","R",6.7,0,12,9,671,"Drama"
56,104,61,1346503,3024,0,22,"English","China","PG-13",6.1,0,30,7,673,"Drama"
36,97,781,117560,2330,0,29,"English","USA","R",6.2,224,18,12,297,"Drama"
47,107,11,54606,1940,0,34,"English","UK","PG-13",6.2,30,11,17,653,"Comedy"
26,85,0,36497,7367,0,37,"English","USA","R",4.7,850,12,10,4108,"Comedy"
47,152,194,23807,2143,0,29,"English","USA","Unrated",8.3,570,12,12,35,"Documentary"
162,95,24,65804,32512,1,86,"English","USA","R",6.3,0,8,6,8958,"Crime"
88,111,82,3895664,34383,0,149,"French","France","R",7.3,0,19,16,508,"Comedy"
43,86,4,20200,6797,1,21,"English","USA","PG-13",5.8,0,8,4,3976,"Drama"
136,115,58,31874869,43575,0,302,"English","USA","R",6.1,0,17,16,11285,"Crime"
111,103,12,542860,9230,1,37,"Dutch","Netherlands","R",7.1,0,17,10,67,"Drama"
6,88,0,15059,748,2,8,"English","USA","PG-13",5.4,543,18,6,453,"Drama"
112,111,64,11905519,30210,0,214,"Thai","Thailand","R",7.1,0,13,13,598,"Action"
12,94,0,69582,867,2,21,"English","UK","R",6.4,109,16,20,399,"Comedy"
161,112,98,32541719,89806,0,438,"English","UK","PG-13",6.7,0,20,16,603,"Comedy"
68,141,407,3064356,3433,6,81,"English","USA","PG-13",6.9,160,14,16,616,"Drama"
25,95,17,7009668,8707,6,36,"English","USA","PG-13",2.1,244,9,12,408,"Action"
23,141,2,352684,4633,1,31,"Hindi","India","Not Rated",4.3,365,11,6,326,"Action"
